fgbg,fg,bg
7C3BB3BD,7C3B,B3BD
B3BDD0BF,B3BD,D0BF
9A0A834E,9A0A,834E
B3BD53BF,B3BD,53BF
9A0A156B,9A0A,156B
B3BDBCE5,B3BD,BCE5
9A0A4F62,9A0A,4F62
49A43667,49A4,3667
36678A70,3667,8A70
352ACB64,352A,CB64
CB644D88,CB64,4D88
BB402229,BB40,2229
D1B72229,D1B7,2229
AE1D2229,AE1D,2229
3ACA7DA6,3ACA,7DA6
7DA61C35,7DA6,1C35
AB6EC287,AB6E,C287
C287F693,C287,F693
C2873629,C287,3629
4779D5FB,4779,D5FB
D5FB06EC,D5FB,06EC
9EE88769,9EE8,8769
ACCB8769,ACCB,8769
ED828769,ED82,8769
A90C57E6,A90C,57E6
45218769,4521,8769
7D188769,7D18,8769
A22357E6,A223,57E6
F6968769,F696,8769
57E62A82,57E6,2A82
57868769,5786,8769
978068EB,9780,68EB
D5EF68EB,D5EF,68EB
68EBED84,68EB,ED84
68EBF6C3,68EB,F6C3
68EB1F7E,68EB,1F7E
68EBAB78,68EB,AB78
68EB8771,68EB,8771
68EB94D9,68EB,94D9
68EBAFAE,68EB,AFAE
044BED84,044B,ED84
2034ED84,2034,ED84
ED84DE93,ED84,DE93
ED84C12B,ED84,C12B
ED84C800,ED84,C800
ED843FA1,ED84,3FA1
35EBF6C3,35EB,F6C3
2095F6C3,2095,F6C3
0DDD1F7E,0DDD,1F7E
D40D1F7E,D40D,1F7E
96BDAB78,96BD,AB78
0521AB78,0521,AB78
AB7824CE,AB78,24CE
4F998771,4F99,8771
32F58771,32F5,8771
79B48771,79B4,8771
8771C79C,8771,C79C
8771790C,8771,790C
8771F25B,8771,F25B
8771DD9C,8771,DD9C
8771FAD3,8771,FAD3
87714B88,8771,4B88
8771987F,8771,987F
048494D9,0484,94D9
8D9394D9,8D93,94D9
94D9FDB2,94D9,FDB2
94D98006,94D9,8006
94D9F70A,94D9,F70A
94D96D25,94D9,6D25
94D9326A,94D9,326A
94D95C90,94D9,5C90
94D9CF93,94D9,CF93
94D913DA,94D9,13DA
94D934F8,94D9,34F8
94D9D3A5,94D9,D3A5
35C6AFAE,35C6,AFAE
6059AFAE,6059,AFAE
CF7AAFAE,CF7A,AFAE
A0C9AFAE,A0C9,AFAE
AFAE98B1,AFAE,98B1
AFAEFE4A,AFAE,FE4A
AFAE0C57,AFAE,0C57
AFAEE436,AFAE,E436
AFAE2C72,AFAE,2C72
AFAEBB6A,AFAE,BB6A
AFAEABFE,AFAE,ABFE
AFAE1BDA,AFAE,1BDA
AFAE61BD,AFAE,61BD
AFAEA4DB,AFAE,A4DB
4B5B6A99,4B5B,6A99
670F6A99,670F,6A99
6A996C21,6A99,6C21
E0026C21,E002,6C21
F95FCC6B,F95F,CC6B
13C6CC6B,13C6,CC6B
EEB849A5,EEB8,49A5
679249A5,6792,49A5
012A2A82,012A,2A82
0A300A62,0A30,0A62
35B50A62,35B5,0A62
04B00A62,04B0,0A62
0A622388,0A62,2388
0A620B52,0A62,0B52
0A6233F8,0A62,33F8
0A621EE5,0A62,1EE5
0A62C8EA,0A62,C8EA
0A6212B9,0A62,12B9
0A622AC3,0A62,2AC3
0A624E88,0A62,4E88
0A62990B,0A62,990B
4CB02388,4CB0,2388
0A302388,0A30,2388
33F80B52,33F8,0B52
B9660B52,B966,0B52
A5F133F8,A5F1,33F8
33F8BF21,33F8,BF21
50491EE5,5049,1EE5
1EE53586,1EE5,3586
7C34C8EA,7C34,C8EA
C8EA3860,C8EA,3860
12B9A2D1,12B9,A2D1
40D92AC3,40D9,2AC3
2D312AC3,2D31,2AC3
2AC38B7F,2AC3,8B7F
2AC3C42F,2AC3,C42F
2AC319DC,2AC3,19DC
0DDA4E88,0DDA,4E88
3E054E88,3E05,4E88
4E88D47E,4E88,D47E
0FB6990B,0FB6,990B
990B7997,990B,7997
990B9535,990B,9535
540B78F6,540B,78F6
7BC4A542,7BC4,A542
540B9D3F,540B,9D3F
E06BA542,E06B,A542
540B56D5,540B,56D5
32F5A542,32F5,A542
540B2194,540B,2194
A5426960,A542,6960
540B54B4,540B,54B4
A5421CFF,A542,1CFF
540BBE11,540B,BE11
A542CFE5,A542,CFE5
540B1B05,540B,1B05
09C03A3F,09C0,3A3F
540BC77B,540B,C77B
A542B76E,A542,B76E
540B716D,540B,716D
A5424DC9,A542,4DC9
540B5ACA,540B,5ACA
A542E5D1,A542,E5D1
A5423CD4,A542,3CD4
70231674,7023,1674
A542160F,A542,160F
737178F6,7371,78F6
55A61674,55A6,1674
A542CB72,A542,CB72
78F644A2,78F6,44A2
BE111674,BE11,1674
E8B2121A,E8B2,121A
BFD61674,BFD6,1674
DD79A31C,DD79,A31C
C3B1121A,C3B1,121A
DE9F1674,DE9F,1674
226E6960,226E,6960
02529D3F,0252,9D3F
9D3FBD16,9D3F,BD16
B5701CFF,B570,1CFF
D0EF3987,D0EF,3987
596356D5,5963,56D5
405FB2C9,405F,B2C9
5DAF56D5,5DAF,56D5
5230E63D,5230,E63D
56D5B787,56D5,B787
DD7971BA,DD79,71BA
AA2BCFE5,AA2B,CFE5
E63D8186,E63D,8186
1089CFE5,1089,CFE5
E63D19C0,E63D,19C0
219442DD,2194,42DD
DE9FAA95,DE9F,AA95
982CA791,982C,A791
D4D8CFE5,D4D8,CFE5
405FAA95,405F,AA95
55A654B4,55A6,54B4
8F28AA95,8F28,AA95
A315A791,A315,A791
BE1154B4,BE11,54B4
850EA791,850E,A791
AA9560E2,AA95,60E2
54B42048,54B4,2048
7C04BE11,7C04,BE11
38D138B9,38D1,38B9
0E2A38B9,0E2A,38B9
BE1155A6,BE11,55A6
A31507AE,A315,07AE
BA2F07AE,BA2F,07AE
BE11E6E2,BE11,E6E2
DE2707AE,DE27,07AE
BE110A7E,BE11,0A7E
07AE879B,07AE,879B
BE11DDFC,BE11,DDFC
FBDCB76E,FBDC,B76E
07AE7667,07AE,7667
E1E61B05,E1E6,1B05
07AE38D1,07AE,38D1
A999B76E,A999,B76E
07AEA3CE,07AE,A3CE
1B05AF36,1B05,AF36
B76ECE12,B76E,CE12
40C4C77B,40C4,C77B
4DDAC77B,4DDA,C77B
D07E4DC9,D07E,4DC9
4DC98C4A,4DC9,8C4A
C77B1A67,C77B,1A67
C77B0FB7,C77B,0FB7
540BE5D1,540B,E5D1
E5D18C4A,E5D1,8C4A
4E3D716D,4E3D,716D
4ED13CD4,4ED1,3CD4
716D0C4C,716D,0C4C
716D982C,716D,982C
2D253CD4,2D25,3CD4
716D16BB,716D,16BB
3CD4130D,3CD4,130D
E7D55ACA,E7D5,5ACA
F8DB160F,F8DB,160F
2EF6160F,2EF6,160F
5ACA58B9,5ACA,58B9
160F647B,160F,647B
160F7EE2,160F,7EE2
1C8DCB72,1C8D,CB72
8211CB72,8211,CB72
CB7223F6,CB72,23F6
CB72C438,CB72,C438
CB72929F,CB72,929F
83B8A01B,83B8,A01B
A01B102D,A01B,102D
A01B6540,A01B,6540
D68C102D,D68C,102D
83B8102D,83B8,102D
102DC65F,102D,C65F
BBFD6540,BBFD,6540
B39B6540,B39B,6540
6540345D,6540,345D
6540DDD7,6540,DDD7
BDF30334,BDF3,0334
45A10334,45A1,0334
0334F488,0334,F488
138AF488,138A,F488
90A5F488,90A5,F488
C76FF488,C76F,F488
B279F488,B279,F488
11F1F488,11F1,F488
24F4F488,24F4,F488
172F87AC,172F,87AC
A81B87AC,A81B,87AC
6F6E87AC,6F6E,87AC
AFE887AC,AFE8,87AC
1EA087AC,1EA0,87AC
9967DB2D,9967,DB2D
4B19DB2D,4B19,DB2D
172FDB2D,172F,DB2D
A3EEDB2D,A3EE,DB2D
4E9ADB2D,4E9A,DB2D
6C2EDB2D,6C2E,DB2D
9F9BB24C,9F9B,B24C
ADB7B24C,ADB7,B24C
595FB24C,595F,B24C
B24C73E3,B24C,73E3
33E673E3,33E6,73E3
E99E73E3,E99E,73E3
327773E3,3277,73E3
A3BB73E3,A3BB,73E3
73E3EF25,73E3,EF25
73E3A68A,73E3,A68A
73E33515,73E3,3515
D61AEB38,D61A,EB38
5FBCEB38,5FBC,EB38
B570EB38,B570,EB38
6A001C5C,6A00,1C5C
3E261C5C,3E26,1C5C
1C5C9772,1C5C,9772
498A9772,498A,9772
9772DE9E,9772,DE9E
97724DBC,9772,4DBC
977298B3,9772,98B3
9772486C,9772,486C
9772D56C,9772,D56C
977284DF,9772,84DF
2D2BF98F,2D2B,F98F
8CF4F98F,8CF4,F98F
B4BEF98F,B4BE,F98F
E701F98F,E701,F98F
CF31F98F,CF31,F98F
373BF98F,373B,F98F
F98F20DF,F98F,20DF
FD2620DF,FD26,20DF
F53620DF,F536,20DF
398020DF,3980,20DF
E8AE20DF,E8AE,20DF
8CF420DF,8CF4,20DF
CF3120DF,CF31,20DF
24FF2785,24FF,2785
D6792785,D679,2785
22252785,2225,2785
9B122785,9B12,2785
2785889B,2785,889B
278579E9,2785,79E9
2785D679,2785,D679
2785DBBD,2785,DBBD
CE79889B,CE79,889B
3A54889B,3A54,889B
9C63889B,9C63,889B
65E8889B,65E8,889B
E803889B,E803,889B
ACA7889B,ACA7,889B
41AA889B,41AA,889B
2AD2889B,2AD2,889B
2409889B,2409,889B
889B0DD4,889B,0DD4
889B9C63,889B,9C63
889B7394,889B,7394
58E979E9,58E9,79E9
400879E9,4008,79E9
79E97394,79E9,7394
8EFED679,8EFE,D679
6FE6D679,6FE6,D679
00E5DBBD,00E5,DBBD
3EC0DBBD,3EC0,DBBD
DBBD7394,DBBD,7394
DBBD889B,DBBD,889B
653FF5C3,653F,F5C3
188BF5C3,188B,F5C3
F5C3B5C2,F5C3,B5C2
F5C3FE89,F5C3,FE89
F5C3C07E,F5C3,C07E
A446B5C2,A446,B5C2
6CF1B5C2,6CF1,B5C2
B2BEB5C2,B2BE,B5C2
9624B5C2,9624,B5C2
B2B7B5C2,B2B7,B5C2
A17AB5C2,A17A,B5C2
185AB5C2,185A,B5C2
FAF9B5C2,FAF9,B5C2
75A9B5C2,75A9,B5C2
18FFFE89,18FF,FE89
653FFE89,653F,FE89
FE89C07E,FE89,C07E
CBC9C07E,CBC9,C07E
2EC1F9B5,2EC1,F9B5
76AEF9B5,76AE,F9B5
F9B5415A,F9B5,415A
F9B5EF98,F9B5,EF98
F9B556E5,F9B5,56E5
F9B5D4E5,F9B5,D4E5
F9B50839,F9B5,0839
F9B5D639,F9B5,D639
F9B5F653,F9B5,F653
F9B5A671,F9B5,A671
F9B5D657/1B0C,F9B5,D657/1B0C
1B5B415A,1B5B,415A
56E5EF98,56E5,EF98
4256EF98,4256,EF98
A67156E5,A671,56E5
5243D4E5,5243,D4E5
EBCAD4E5,EBCA,D4E5
08A4D4E5,08A4,D4E5
9367D4E5,9367,D4E5
7EE2D4E5,7EE2,D4E5
4256D4E5,4256,D4E5
99560839,9956,0839
08392E70,0839,2E70
0839F653,0839,F653
2E70804C/C1CA,2E70,804C/C1CA
986F804C/C1CA,986F,804C/C1CA
F9B5804C/C1CA,F9B5,804C/C1CA
2890D639,2890,D639
DB36D639,DB36,D639
8CF3D639,8CF3,D639
89B4D639,89B4,D639
1E6FD639,1E6F,D639
D63934B9,D639,34B9
CEADF653,CEAD,F653
9956F653,9956,F653
71C2F653,71C2,F653
F6537987,F653,7987
F6530705,F653,0705
F653D4EE,F653,D4EE
85C2A671,85C2,A671
A6713B86,A671,3B86
A6714771,A671,4771
A67105DD,A671,05DD
A671D4EE,A671,D4EE
104AEA99,104A,EA99
F50DEA99,F50D,EA99
755BEA99,755B,EA99
AE92EA99,AE92,EA99
432AEA99,432A,EA99
6AC0EA99,6AC0,EA99
6058EA99,6058,EA99
C94FEA99,C94F,EA99
67C6052B,67C6,052B
AF18052B,AF18,052B
7AE8052B,7AE8,052B
052B3A71,052B,3A71
CB623A71,CB62,3A71
3A7186B9,3A71,86B9
95A4A530,95A4,A530
6CF1A530,6CF1,A530
34CBA530,34CB,A530
8303A530,8303,A530
4FFAA530,4FFA,A530
52B29016,52B2,9016
323F9016,323F,9016
3CA59016,3CA5,9016
286E9016,286E,9016
901660C4,9016,60C4
9016B00C,9016,B00C
9016944B,9016,944B
90168575,9016,8575
52B260C4,52B2,60C4
8FE7B00C,8FE7,B00C
DFFFB00C,DFFF,B00C
B00C8118,B00C,8118
B00C13F6,B00C,13F6
B00C944B,B00C,944B
8575944B,8575,944B
3CA58575,3CA5,8575
671D8575,671D,8575
CC8C6463,CC8C,6463
8B3C6463,8B3C,6463
C1026463,C102,6463
4E606463,4E60,6463
77496463,7749,6463
2A346463,2A34,6463
E3116463,E311,6463
6463C38B,6463,C38B
6463519B,6463,519B
646348F1,6463,48F1
522BD6FB,522B,D6FB
D6FB02E0,D6FB,02E0
F1B302E0,F1B3,02E0
543602E0,5436,02E0
65D1F5AB,65D1,F5AB
65D14920,65D1,4920
65D1750E,65D1,750E
65D18C0E,65D1,8C0E
65D1B2B7,65D1,B2B7
65D1EA7B,65D1,EA7B
65D1FDC8,65D1,FDC8
65D17DAB,65D1,7DAB
65D18C7A,65D1,8C7A
F5ABBEDA,F5AB,BEDA
9BD44920,9BD4,4920
4920E0E1,4920,E0E1
4920C4E3,4920,C4E3
9F82750E,9F82,750E
0884750E,0884,750E
750EEB72,750E,EB72
750E8ACF,750E,8ACF
BA2F8C0E,BA2F,8C0E
B3588C0E,B358,8C0E
8C0E1571,8C0E,1571
8C0EE8CA,8C0E,E8CA
8C0E002B,8C0E,002B
8C0E65B4,8C0E,65B4
8C0E0980,8C0E,0980
8C0EBA2F,8C0E,BA2F
8C0EE7DC,8C0E,E7DC
8C0E7DC4,8C0E,7DC4
8C0E0294,8C0E,0294
6CF1B2B7,6CF1,B2B7
B2BEB2B7,B2BE,B2B7
9624B2B7,9624,B2B7
A5ECB2B7,A5EC,B2B7
75A9B2B7,75A9,B2B7
B6E4B2B7,B6E4,B2B7
AA57B2B7,AA57,B2B7
8303B2B7,8303,B2B7
1C04B2B7,1C04,B2B7
B2B7A71B,B2B7,A71B
6022EA7B,6022,EA7B
46FFEA7B,46FF,EA7B
CF04EA7B,CF04,EA7B
95EAEA7B,95EA,EA7B
EA7B2A79,EA7B,2A79
EA7B195D,EA7B,195D
EA7B6ABA,EA7B,6ABA
EA7B5EC9,EA7B,5EC9
EA7BD082,EA7B,D082
2AABFDC8,2AAB,FDC8
3D15FDC8,3D15,FDC8
97B0FDC8,97B0,FDC8
F61CFDC8,F61C,FDC8
90FBFDC8,90FB,FDC8
C5CCFDC8,C5CC,FDC8
D12EFDC8,D12E,FDC8
9000FDC8,9000,FDC8
4816FDC8,4816,FDC8
9C6EFDC8,9C6E,FDC8
FDC86639,FDC8,6639
68D67DAB,68D6,7DAB
46B27DAB,46B2,7DAB
7DABA0EF,7DAB,A0EF
7DABA67D,7DAB,A67D
7DABE763,7DAB,E763
57B68C7A,57B6,8C7A
32518C7A,3251,8C7A
961A8C7A,961A,8C7A
8C7A9977,8C7A,9977
8C7AE9CD,8C7A,E9CD
8C7A6C15,8C7A,6C15
8C7A0B6C,8C7A,0B6C
8C7A0244,8C7A,0244
8C7AAD92,8C7A,AD92
8C7A75F1,8C7A,75F1
B97430AE,B974,30AE
C20130AE,C201,30AE
878530AE,8785,30AE
30AEFB55,30AE,FB55
30AE74D0,30AE,74D0
30AE8C09,30AE,8C09
30AE0A7F,30AE,0A7F
6B0AFB55,6B0A,FB55
BC3FFB55,BC3F,FB55
A261FB55,A261,FB55
FB55618B,FB55,618B
FB55B5B7,FB55,B5B7
4E1B74D0,4E1B,74D0
6D5D74D0,6D5D,74D0
74D02981,74D0,2981
74D08833,74D0,8833
74D01BFC,74D0,1BFC
74D02422,74D0,2422
74D07440,74D0,7440
C6F08C09,C6F0,8C09
D4698C09,D469,8C09
A2E18C09,A2E1,8C09
8C09EA33,8C09,EA33
5AD40A7F,5AD4,0A7F
69A00A7F,69A0,0A7F
308B0A7F,308B,0A7F
B4FA0A7F,B4FA,0A7F
D4690A7F,D469,0A7F
A2E10A7F,A2E1,0A7F
B2C00A7F,B2C0,0A7F
0A7FE18F,0A7F,E18F
0A7F089A,0A7F,089A
0A7FEA33,0A7F,EA33
0A7F7FC3,0A7F,7FC3
0A7F85C0,0A7F,85C0
0A7FD853,0A7F,D853
30AED657/AEFD,30AE,D657/AEFD
61581DB7,6158,1DB7
50441DB7,5044,1DB7
42631DB7,4263,1DB7
E5721DB7,E572,1DB7
1DB7D793,1DB7,D793
1DB7B470,1DB7,B470
1DB7A753,1DB7,A753
1DB7513D,1DB7,513D
7B52EAB9,7B52,EAB9
337AEAB9,337A,EAB9
1D52EAB9,1D52,EAB9
EAB956C8,EAB9,56C8
520E56C8,520E,56C8
4EA956C8,4EA9,56C8
7B5256C8,7B52,56C8
337A56C8,337A,56C8
1D5256C8,1D52,56C8
56C8B6E6,56C8,B6E6
56C86518,56C8,6518
56C81C79,56C8,1C79
56C87145,56C8,7145
56C883FB,56C8,83FB
56C81D4C,56C8,1D4C
56C81A2E,56C8,1A2E
56C81EC9,56C8,1EC9
56C82C4D,56C8,2C4D
56C82F20,56C8,2F20
2AAB569B,2AAB,569B
52FC569B,52FC,569B
569B3AC7,569B,3AC7
2AAB3AC7,2AAB,3AC7
18FF3AC7,18FF,3AC7
EAC43AC7,EAC4,3AC7
E6143AC7,E614,3AC7
71923AC7,7192,3AC7
24583AC7,2458,3AC7
A4533AC7,A453,3AC7
B5A23AC7,B5A2,3AC7
D40C3AC7,D40C,3AC7
3AC7F683,3AC7,F683
3AC7EAC4,3AC7,EAC4
F1981E08,F198,1E08
7BC8B85D,7BC8,B85D
D890B85D,D890,B85D
B85D1021,B85D,1021
B85D670F,B85D,670F
670F1021,670F,1021
10215E29,1021,5E29
1921670F,1921,670F
0EC6670F,0EC6,670F
C9B6670F,C9B6,670F
D890670F,D890,670F
670FBD58,670F,BD58
670F36DE,670F,36DE
670F8190,670F,8190
670F498F,670F,498F
670F783A,670F,783A
670F5039,670F,5039
670FB60D,670F,B60D
670F2B62,670F,2B62
670F3AF1,670F,3AF1
0A009175,0A00,9175
0A008760,0A00,8760
0A006970,0A00,6970
0A0083B9,0A00,83B9
0A002A34,0A00,2A34
BE459175,BE45,9175
917536ED,9175,36ED
91758760,9175,8760
41C18760,41C1,8760
BE458760,BE45,8760
8760B255,8760,B255
87601D08,8760,1D08
8760B241,8760,B241
71A96970,71A9,6970
ADCF6970,ADCF,6970
69701370,6970,1370
71A983B9,71A9,83B9
ADCF83B9,ADCF,83B9
83B91370,83B9,1370
EBEA2A34,EBEA,2A34
ADCF2A34,ADCF,2A34
A1992A34,A199,2A34
2A34830D,2A34,830D
2A341E48,2A34,1E48
2A347031,2A34,7031
2A34D38B,2A34,D38B
2A344337,2A34,4337
2A34ABA3,2A34,ABA3
2A34943A,2A34,943A
2A34D681,2A34,D681
997734CB,9977,34CB
6CF134CB,6CF1,34CB
34CBBD07,34CB,BD07
34CB209E,34CB,209E
34CB82DC,34CB,82DC
34CBD064,34CB,D064
34CB3147,34CB,3147
34CBB6C4,34CB,B6C4
34CB07A3,34CB,07A3
34CBA66D,34CB,A66D
34CB5AB5,34CB,5AB5
82DC209E,82DC,209E
818E82DC,818E,82DC
E9CD82DC,E9CD,82DC
B6C482DC,B6C4,82DC
3A4382DC,3A43,82DC
881882DC,8818,82DC
B6C43147,B6C4,3147
FFA43147,FFA4,3147
4B4CB6C4,4B4C,B6C4
FFA4B6C4,FFA4,B6C4
3A43B6C4,3A43,B6C4
4FFAB6C4,4FFA,B6C4
65A707A3,65A7,07A3
312B07A3,312B,07A3
5AB5A66D,5AB5,A66D
65A7A66D,65A7,A66D
1559A66D,1559,A66D
EFCD5AB5,EFCD,5AB5
D4B05AB5,D4B0,5AB5
934C8303,934C,8303
48058303,4805,8303
83035ED3,8303,5ED3
8303A723,8303,A723
8303A5EC,8303,A5EC
83038B3A,8303,8B3A
83037C98,8303,7C98
83038AA3,8303,8AA3
830376D4,8303,76D4
8303EF50,8303,EF50
20995ED3,2099,5ED3
60DA5ED3,60DA,5ED3
E97EA723,E97E,A723
A723C30E,A723,C30E
A723A71B,A723,A71B
AA57A5EC,AA57,A5EC
E0804FFA,E080,4FFA
70DEA5EC,70DE,A5EC
8CE64FFA,8CE6,4FFA
7C346CF1,7C34,6CF1
A5ECA71B,A5EC,A71B
4FFAE8CA,4FFA,E8CA
910C6CF1,910C,6CF1
1C046CF1,1C04,6CF1
5F598B3A,5F59,8B3A
4FFA6069,4FFA,6069
16EF6CF1,16EF,6CF1
9CB08B3A,9CB0,8B3A
4FFA7894,4FFA,7894
4A046CF1,4A04,6CF1
2F628B3A,2F62,8B3A
4FFA1845,4FFA,1845
5F446CF1,5F44,6CF1
F1D88B3A,F1D8,8B3A
4FFA51E7,4FFA,51E7
27006CF1,2700,6CF1
ADE78B3A,ADE7,8B3A
4FFA619A,4FFA,619A
3E206CF1,3E20,6CF1
E5AD8B3A,E5AD,8B3A
4FFAED5F,4FFA,ED5F
80B46CF1,80B4,6CF1
EC6B8B3A,EC6B,8B3A
4FFAD19F,4FFA,D19F
0FD78B3A,0FD7,8B3A
6CF19A2C,6CF1,9A2C
D4698B3A,D469,8B3A
6CF14CA3,6CF1,4CA3
6CF17AFC,6CF1,7AFC
8B3A81C3,8B3A,81C3
6CF1D9E4,6CF1,D9E4
8B3AE5AD,8B3A,E5AD
6CF19CC9,6CF1,9CC9
00117C98,0011,7C98
6CF1C1C5,6CF1,C1C5
BA2FE8CA,BA2F,E8CA
6CF1AD1A,6CF1,AD1A
6CF18AA3,6CF1,8AA3
6CF1F6F1,6CF1,F6F1
EF508AA3,EF50,8AA3
FA158AA3,FA15,8AA3
E7A58AA3,E7A5,8AA3
62E98AA3,62E9,8AA3
45898AA3,4589,8AA3
B5368AA3,B536,8AA3
188B8AA3,188B,8AA3
A3154CA3,A315,4CA3
6CF176D4,6CF1,76D4
EF5076D4,EF50,76D4
60690980,6069,0980
EBFB4CA3,EBFB,4CA3
6CF17894,6CF1,7894
4CA350B7,4CA3,50B7
6CF1EF50,6CF1,EF50
1ED47894,1ED4,7894
4CA38B16,4CA3,8B16
3377EF50,3377,EF50
5C797894,5C79,7894
A61B7894,A61B,7894
26B07894,26B0,7894
D6597894,D659,7894
44ED7894,44ED,7894
09067894,0906,7894
B4FA7894,B4FA,7894
D4697894,D469,7894
78940896,7894,0896
78941722,7894,1722
93981845,9398,1845
9977D9E4,9977,D9E4
A315D9E4,A315,D9E4
51E7619A,51E7,619A
B2F6D9E4,B2F6,D9E4
674D619A,674D,619A
850ED9E4,850E,D9E4
28A2D9E4,28A2,D9E4
A67D619A,A67D,619A
EFCDD9E4,EFCD,D9E4
3A43D9E4,3A43,D9E4
6CF1ED5F,6CF1,ED5F
7E7E9CC9,7E7E,9CC9
5AD4ED5F,5AD4,ED5F
9830ED5F,9830,ED5F
46669CC9,4666,9CC9
FDDCED5F,FDDC,ED5F
1A719CC9,1A71,9CC9
3C16ED5F,3C16,ED5F
D1359CC9,D135,9CC9
8303ED5F,8303,ED5F
D0C69CC9,D0C6,9CC9
BE30ED5F,BE30,ED5F
A315C1C5,A315,C1C5
0B49C1C5,0B49,C1C5
44EDD19F,44ED,D19F
15B2C1C5,15B2,C1C5
1F50D19F,1F50,D19F
CAE9C1C5,CAE9,C1C5
0906D19F,0906,D19F
3352C1C5,3352,C1C5
7B4ED19F,7B4E,D19F
4B32C1C5,4B32,C1C5
D901C1C5,D901,C1C5
AD90C1C5,AD90,C1C5
CCB9C1C5,CCB9,C1C5
7F93C1C5,7F93,C1C5
A26BAD1A,A26B,AD1A
F634AD1A,F634,AD1A
719DAD1A,719D,AD1A
AD1AC1C5,AD1A,C1C5
AD1A0150,AD1A,0150
AD1AB3D0,AD1A,B3D0
AD69F6F1,AD69,F6F1
0ACDF6F1,0ACD,F6F1
188B8818,188B,8818
DB9F8818,DB9F,8818
796E8818,796E,8818
88180BFD,8818,0BFD
88184FF8,8818,4FF8
88180808,8818,0808
EBFB3A43,EBFB,3A43
9BBA3A43,9BBA,3A43
885D0BFD,885D,0BFD
8D39E9CD,8D39,E9CD
188B818E,188B,818E
43EC3A43,43EC,3A43
D2C90BFD,D2C9,0BFD
818EA46D,818E,A46D
3A4308D5,3A43,08D5
188BE9CD,188B,E9CD
818E21DB,818E,21DB
3A43D946,3A43,D946
E9CD84FC,E9CD,84FC
188B4FF8,188B,4FF8
3A434D36,3A43,4D36
E9CD08D5,E9CD,08D5
818E98D3,818E,98D3
3A43C5C6,3A43,C5C6
E9CD60DD,E9CD,60DD
818EC1FD,818E,C1FD
3A43CA22,3A43,CA22
188B0808,188B,0808
E9CD06C3,E9CD,06C3
3A431E15,3A43,1E15
99F4A46D,99F4,A46D
E9CD0B4F,E9CD,0B4F
3A436194,3A43,6194
DB9F0808,DB9F,0808
21DBA46D,21DB,A46D
E9CDBD13,E9CD,BD13
3A431A21,3A43,1A21
796E0808,796E,0808
E9CD3ECA,E9CD,3ECA
3A43878F,3A43,878F
99F421DB,99F4,21DB
3A437AFC,3A43,7AFC
E9CD4A93,E9CD,4A93
E9CD934F,E9CD,934F
997708D5,9977,08D5
DB4B21DB,DB4B,21DB
0808E5B9,0808,E5B9
08D584FC,08D5,84FC
08080F37,0808,0F37
997784FC,9977,84FC
08089655,0808,9655
84FC5A4F,84FC,5A4F
F331D946,F331,D946
0A0BD946,0A0B,D946
C5C64D36,C5C6,4D36
7C9B4D36,7C9B,4D36
D4D44D36,D4D4,4D36
6C3C98D3,6C3C,98D3
BA2F60DD,BA2F,60DD
7F264D36,7F26,4D36
3A4398D3,3A43,98D3
4D36490B,4D36,490B
98D342E5,98D3,42E5
BA2F06C3,BA2F,06C3
B2F6C5C6,B2F6,C5C6
34B50B4F,34B5,0B4F
D55EC1FD,D55E,C1FD
7DDFC5C6,7DDF,C5C6
99720B4F,9972,0B4F
E0800B4F,E080,0B4F
C5C6468C,C5C6,468C
C5C6545E,C5C6,545E
EDA9BD13,EDA9,BD13
A64DCA22,A64D,CA22
8D39BD13,8D39,BD13
FAA61E15,FAA6,1E15
D46FBD13,D46F,BD13
72AE1E15,72AE,1E15
EF2B1E15,EF2B,1E15
F95E3ECA,F95E,3ECA
61941E15,6194,1E15
94461E15,9446,1E15
2AAB1E15,2AAB,1E15
CB161E15,CB16,1E15
82D01E15,82D0,1E15
95481E15,9548,1E15
1E153EC6,1E15,3EC6
20934A93,2093,4A93
6ADC4A93,6ADC,4A93
1A21DFF3,1A21,DFF3
B33A4A93,B33A,4A93
1DCA4A93,1DCA,4A93
DEFB878F,DEFB,878F
B2F64A93,B2F6,4A93
850E4A93,850E,4A93
BA2F4A93,BA2F,4A93
D55E4A93,D55E,4A93
4A93F670,4A93,F670
BA2F934F,BA2F,934F
92F5934F,92F5,934F
11ED934F,11ED,934F
188B934F,188B,934F
EA7CFFA4,EA7C,FFA4
FBCFFFA4,FBCF,FFA4
FFA48397,FFA4,8397
FFA4676B,FFA4,676B
FFA4A9F9,FFA4,A9F9
FFA4378F,FFA4,378F
FFA466E9,FFA4,66E9
FFA46613,FFA4,6613
FFA41A70,FFA4,1A70
99778397,9977,8397
D55E8397,D55E,8397
8397E6BF,8397,E6BF
FFA4D657/DF0A,FFA4,D657/DF0A
22B1676B,22B1,676B
1CD0676B,1CD0,676B
A9F9378F,A9F9,378F
997766E9,9977,66E9
F32F65A7,F32F,65A7
34CB65A7,34CB,65A7
35F466E9,35F4,66E9
312B65A7,312B,65A7
66E9709A,66E9,709A
D4B065A7,D4B0,65A7
66E97CD7,66E9,7CD7
66E923AA,66E9,23AA
99776613,9977,6613
D65B6613,D65B,6613
66138332,6613,8332
AE051A70,AE05,1A70
1A7097F5,1A70,97F5
312B45AC,312B,45AC
